"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_eng_company_name","emitent_ua_firstname","emitent_ukr_fullname","emitent_ukr_company_address","margin.emitent","paid","emitent_ua_lastname","description","emitent_eng_company_address","emitent_ua_company_code","emitent_eng_company_code","emitent_ua_middlename","emitent_ua_company_name","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","emitent_eng_fullname","emitent_citizen","object_id","iteration","emitent_ua_company_code_extendedstatus","emitent_ua_company_name_extendedstatus","emitent_eng_company_code_extendedstatus","emitent_eng_lastname","emitent_eng_middlename","emitent_eng_firstname"
"Продан Оксана Петрівна","Верховна Рада України","народний депутат України","nacp_6abe8de1-8c17-4422-b7b4-48ef7d980946","Продан","FALSE","Петрівна",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6abe8de1-8c17-4422-b7b4-48ef7d980946","Оксана","","","","","j","Не оплачувана","","Голова","","37635690","","","Громадська організація Всеукраїнське об'єднання підприємців малого та середнього бізнесу ""Фортеця""","","","","Юридична особа, зареєстрована в Україні","1477632574572","1477632574572",NA,NA,NA,NA,NA,NA
"Ківалов Сергій Васильович","Верховна Рада України","народний депутат України","nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Ківалов","FALSE","Васильович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Сергій","","","","","j","Не оплачувана","","Президент університету, Голова Вченої ради університету, Голова Наглядової ради університету","","20933314","","","Національний університет ""Одеська юридична академія""","","","","Юридична особа, зареєстрована в Україні","1477744062921","1477744062921",NA,NA,NA,NA,NA,NA
"Ківалов Сергій Васильович","Верховна Рада України","народний депутат України","nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Ківалов","FALSE","Васильович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Сергій","","","","","j","Не оплачувана","","Президент університету, Голова Вченої ради університету","","26249278","","","Міжнародний гуманітарний університет","","","","Юридична особа, зареєстрована в Україні","1477744179652","1477744179652",NA,NA,NA,NA,NA,NA
"Ківалов Сергій Васильович","Верховна Рада України","народний депутат України","nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Ківалов","FALSE","Васильович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Сергій","","","","","j","Оплачувана","","професор кафедри","","20933314","","","Національний університет ""Одеська юридична академія""","","","","Юридична особа, зареєстрована в Україні","1477744016832","1477744016832",NA,NA,NA,NA,NA,NA
"Курило Віталій Семенович","Верховна Рада України","народний депутат України, Заступник Голови комітету Верховної Ради України з питань державного будівництва, регіональної політики та місцевого самоврядування","nacp_d67a4929-e1d7-42bd-9431-e8f2c1fea964","Курило","FALSE","Семенович",2018-03-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d67a4929-e1d7-42bd-9431-e8f2c1fea964","Віталій","","","","","j","Оплачувана","","Професор","","02125131","","","Луганський національний університет імені Тараса Шевченка","","","","Юридична особа, зареєстрована в Україні","1488364778999","1488364778999",NA,NA,NA,NA,NA,NA
"Литвин Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_070f70a7-ba5d-4791-bbfa-746f70848ed6","Литвин","FALSE","Михайлович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_070f70a7-ba5d-4791-bbfa-746f70848ed6","Володимир","","","","","j","Оплачувана","","Головний науковий співробітник","","","","","Інститут історії України НАНУ","","","","Юридична особа, зареєстрована в Україні","1476717199364","1476717199364","3",NA,NA,NA,NA,NA
"Деркач Андрій Леонідович","Верховна Рада України","Народний депутат України","nacp_210bc104-c251-4ec7-a281-a41226f07c65","Деркач","FALSE","Леонідович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_210bc104-c251-4ec7-a281-a41226f07c65","Андрій","","","","","j","Оплачувана","","Творча діяльність в художньо-творчій колегії","","30019068","","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""РАДІО-ЕРА""","","","","Юридична особа, зареєстрована в Україні","1490756233542","1490756233542",NA,NA,NA,NA,NA,NA
"Матвієнко Анатолій Сергійович","Верховна Рада України","Народний депутат України","nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Матвієнко","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Анатолій","","","","","j","Оплачувана","","Професор","","23696843","","","Національна академія державного управління при Президентові України","","","","Юридична особа, зареєстрована в Україні","1490894278783","1490894278783",NA,NA,NA,NA,NA,NA
"Яриніч Костянтин Володимирович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань охорони здоров'я","nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Яриніч","TRUE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Костянтин","","","","","j","Оплачувана","","Лікар-гінеколог-онколог диспансерно-поліклінічного відділення","","01994959","","","Комунальний заклад ""Кіровоградський обласний онкологічний диспансер""","","","","Юридична особа, зареєстрована в Україні","1490823368523","1490823368523",NA,NA,NA,NA,NA,NA
"Біловол Олександр Миколайович","ВЕРХОВНА РАДА УКРАЇНИ","Народний депутат України, член Президії Національної академії медичних наук України","nacp_10033af0-2d26-4644-8592-6c8425bbc468","Біловол","FALSE","Миколайович",2018-03-25,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_10033af0-2d26-4644-8592-6c8425bbc468","Олександр","","","","","j","Оплачувана","","Професор кафедри ","","01896866","","","ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ","","","","Юридична особа, зареєстрована в Україні","1477671347252","1477671347252",NA,NA,NA,NA,NA,NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","","","","","j","Оплачувана","","Проведення лекцій","","23696843","","","Національна академія державного управління при президентові України","","","","Юридична особа, зареєстрована в Україні","1521729243494","1521729243494",NA,NA,NA,NA,NA,NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","","","","","j","Оплачувана","","Професор","","02010824","","","ВД НЗУ ""Українська медична стоматологічна академія""","","","","Юридична особа, зареєстрована в Україні","1490795676954","1490795676954",NA,NA,NA,NA,NA,NA
