"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","addition_middlename","ua_postCode_extendedstatus","addition_ua_fullName","eng_regNumber","postCode","addition_eng_company_name","addition_lastname","otherObjectType","addition_ua_company_name","ua_street","unfinishConstruct","belongsSubjectOfDeclaration","ua_postCode","isThirdOwner","addition_eng_company_code","ua_cityType","addition_ua_company_address","objectType","dnt_objectType_encoded","thirdOwner_citizen","cadNumber_extendedstatus","district","totalArea","regNumber_extendedstatus","builtMaterialsOrFunds","person","actualAddressEqualRegAddress","dnt_totalArea_hidden","cityPath","city","addition_eng_fullName","ua_streetType","region","addition_company_name","dontRegistered","addition_company_code","ua_city_full","iteration","ua_housePartNum_extendedstatus","addition_eng_company_address","exploitation","addition_firstname","country","object_id","addition_regAddress_extendedstatus","city_extendedstatus","ua_apartmentsNum_extendedstatus","flag_thirdOwner","totalArea_extendedstatus","ua_houseNum_extendedstatus","ownershipType","otherOwnership","percent.ownership","addition_birthday_extendedstatus","addition_actualAddress_extendedstatus","ua_streetType_extendedstatus","region_extendedstatus","ua_street_extendedstatus","district_extendedstatus","ua_region","ua_area","eng_regNumber_extendedstatus","declarant","subjectRelation"
"Лаврик Микола Іванович","Верховна рада України","Народний депутат","nacp_da21ef9a-e89f-4eb2-adea-45203df41485","Лаврик","FALSE","Іванович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da21ef9a-e89f-4eb2-adea-45203df41485","Микола","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","08714","FALSE","","Нові Безрадичі / Обухівський район / Київська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",280,"1","TRUE","1477560591486","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477746441782","1","","TRUE","","1","1477746441782",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Покась Ірина Валеріївна","дружина"
"Лаврик Микола Іванович","Верховна рада України","Народний депутат","nacp_da21ef9a-e89f-4eb2-adea-45203df41485","Лаврик","FALSE","Іванович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da21ef9a-e89f-4eb2-adea-45203df41485","Микола","",NA,"","","[Конфіденційна інформація]","","","теплиця","","[Конфіденційна інформація]","FALSE","FALSE","08714","FALSE","","Нові Безрадичі / Обухівський район / Київська область / Україна","","Інше","other","",NA,"[Конфіденційна інформація]",72,"1","TRUE","1477560591486","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477746921861","1","","TRUE","","1","1477746921861",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Покась Ірина Валеріївна","дружина"
"Лаврик Микола Іванович","Верховна рада України","Народний депутат","nacp_da21ef9a-e89f-4eb2-adea-45203df41485","Лаврик","FALSE","Іванович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da21ef9a-e89f-4eb2-adea-45203df41485","Микола","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","42000","FALSE","","Нові Безрадичі / Обухівський район / Київська область / Україна","","Гараж","garage","",NA,"[Конфіденційна інформація]",30,"1","TRUE","1477560591486","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477746707901","1","","TRUE","","1","1477746707901",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Покась Ірина Валеріївна","дружина"
"Ланьо Михайло Іванович","Верховна Рада України","Народний депутат","nacp_37b19555-3493-4e11-9c99-d6e80ef6f318","Ланьо","FALSE","Іванович",2018-03-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37b19555-3493-4e11-9c99-d6e80ef6f318","Михайло","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","89600","FALSE","","Мукачеве / Закарпатська область / Україна","","Житловий будинок","house","","1","[Конфіденційна інформація]",298.12,"2","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1476788956027","1","","FALSE","","1","1476788956027",NA,NA,"1",NA,NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ланьо Михайло Іванович",NA
"Ленський Олексій Олексійович","Верховна Рада України","Комітет з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи, Заступник голови Комітету","nacp_a5dcca8c-91ce-4337-81d3-700fb7778cb6","Ленський","FALSE","Олексійович",2018-03-25,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a5dcca8c-91ce-4337-81d3-700fb7778cb6","Олексій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","08622","FALSE","","Плесецьке / Васильківський район / Київська область / Україна","","Садовий (дачний) будинок","dacha","",NA,"[Конфіденційна інформація]",0,"1","TRUE","1","","TRUE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1478414453600","1","","FALSE","","1","1478414453600",NA,NA,"1","1","2","1","Власність","",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Ленський Олексій Олексійович",NA
"Лопушанський Андрій Ярославович","Верховна Рада України","Народний депутат України","nacp_74022f64-22df-43b7-8321-4b132e1d11f3","Лопушанський","FALSE","Ярославович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_74022f64-22df-43b7-8321-4b132e1d11f3","Андрій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","08710","FALSE","","Підгірці / Обухівський район / Київська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",730.4,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1487063502444","1","","TRUE","","1","1487063502444",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Лопушанський Андрій Ярославович",NA
"Мартовицький Артур Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_31784358-2fe5-48d2-8ec1-b8d37130c19e","Мартовицький","FALSE","Володимирович",2018-03-15,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_31784358-2fe5-48d2-8ec1-b8d37130c19e","Артур","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","83017","FALSE","","Донецьк / Донецька область / Україна","","Житловий будинок","house","","2","[Конфіденційна інформація]",230.2,"2","TRUE","1477299292004","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1477489142306","1","","FALSE","","1","1477489142306",NA,"1","1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартовицька Мілена Євгеніївна","дружина"
"Марченко Олександр Олександрович","Верховна Рада України","народний депутат України","nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Марченко","TRUE","Олександрович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Олександр","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","09100","FALSE","","Сорокотяги / Білоцерківський район / Київська область / Україна","","Садовий (дачний) будинок","dacha","","3","[Конфіденційна інформація]",52,"3","FALSE","1477700177265","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477701578933","1","","FALSE","","1","1477701578933",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Марченко Олена Миколаївна","дружина"
"Матвієнко Анатолій Сергійович","Верховна Рада України","Народний депутат України","nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Матвієнко","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Анатолій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","01103","FALSE","","Київ / Україна","","Гараж","garage","","2","[Конфіденційна інформація]",14.5,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1478186118287","1","","FALSE","","1","1478186118287",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Матвієнко Анатолій Сергійович",NA
"Матвієнко Анатолій Сергійович","Верховна Рада України","Народний депутат України","nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Матвієнко","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Анатолій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","78124","FALSE","","Тишківці / Городенківський район / Івано-Франківська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",267.4,NA,"TRUE","1477499225794","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1522167439926","1","","FALSE","","1","1522167439926",NA,NA,"1","1","0",NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Матвієнко Ольга Василівна","дружина"
"Матвієнко Анатолій Сергійович","Верховна Рада України","Народний депутат України","nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Матвієнко","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Анатолій","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","Київ / Україна","","Гараж","garage","","2","[Конфіденційна інформація]",15,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477505190336","1","","FALSE","","1","1477505190336",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Матвієнко Анатолій Сергійович",NA
"Матузко Олена Олександрівна","Верховна Рада України","Народний депутат України, секретар комітету інформатизації та зв'язку","nacp_4f4156e3-df91-405a-a003-49201fbd6565","Матузко","FALSE","Олександрівна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4f4156e3-df91-405a-a003-49201fbd6565","Олена","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","07500","FALSE",NA,"Власівка / Баришівський район / Київська область / Україна",NA,"Садовий (дачний) будинок","dacha","","1","[Конфіденційна інформація]",104,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE",NA,"","1477649104102","1",NA,"FALSE","","1","1477649104102",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Матузко Олена Олександрівна",NA
"Медуниця Олег Вячеславович","Верховна Рада України","народний депутат України","nacp_9c578828-1e9f-49df-aa91-0c2f50d8692c","Медуниця","FALSE","Вячеславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c578828-1e9f-49df-aa91-0c2f50d8692c","Олег","Іванович",NA,"","","[Конфіденційна інформація]","","Вітер","","","[Конфіденційна інформація]","TRUE","FALSE","42333","TRUE","","Липняк / Сумський район / Сумська область / Україна","","Житловий будинок","house","Громадянин України","0","[Конфіденційна інформація]",120,"2","TRUE","1","TRUE","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477712076666","1","","FALSE","Ігор ","1","1477712076666","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Медуниця Олег Вячеславович",NA
"Мельничук Іван Іванович","Верховна Рада України","Народний депутат України","nacp_6172848f-c958-4c3c-9ad0-041b0d9f0c82","Мельничук","TRUE","Іванович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6172848f-c958-4c3c-9ad0-041b0d9f0c82","Іван","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","22343","FALSE","","Громадське / Літинський район / Вінницька область / Україна","","Садовий (дачний) будинок","dacha","","1","[Конфіденційна інформація]",100,"1","FALSE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1477648357768","1","","FALSE","","1","1477648357768",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Мельничук Іван Іванович",NA
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",169.06,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522328113645","1","","TRUE","","1","1522328113645",NA,NA,"1","1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",189.01,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522328201553","1","","TRUE","","1","1522328201553",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",353.12,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522328279150","1","","TRUE","","1","1522328279150",NA,NA,"1","1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","",NA,"[Конфіденційна інформація]",563.5,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522327136567","1","","TRUE","","1","1522327136567",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",236.41,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522327847551","1","","TRUE","","1","1522327847551",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","",NA,"[Конфіденційна інформація]",563.5,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522326753110","1","","TRUE","","1","1522326753110",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",111.47,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522327941272","1","","TRUE","","1","1522327941272",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",115.65,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522328017861","1","","TRUE","","1","1522328017861",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",130.67,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522327359807","1","","TRUE","","1","1522327359807",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","",NA,"[Конфіденційна інформація]",92.3,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522326893862","1","","TRUE","","1","1522326893862",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","0","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","01033","FALSE","","Київ / Україна","","Інше","other","","0","[Конфіденційна інформація]",433.68,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1521555748339","1","","TRUE","","1","1521555748339",NA,NA,"1","1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",53.76,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522327553395","1","","TRUE","","1","1522327553395",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",57.79,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522328608330","1","","TRUE","","1","1522328608330",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","0","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","01033","FALSE","","Київ / Україна","","Інше","other","",NA,"[Конфіденційна інформація]",443.34,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522326593634","1","","TRUE","","1","1522326593634",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",213.97,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522328703130","1","","TRUE","","1","1522328703130",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Микитась","TRUE","Вікторович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","Максим","","1","","","[Конфіденційна інформація]","","","Нежитлове приміщення","","[Конфіденційна інформація]","FALSE","FALSE","","FALSE","","Київ / Україна","","Інше","other","","2","[Конфіденційна інформація]",308.52,"1","TRUE","1490779704396","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522328784824","1","","TRUE","","1","1522328784824",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Микитась Наталія Олексіївна","дружина"
