"fullname","office","position","id","is_corrected","created_date","document_type","source","url"
"Павелко Андрій Васильович","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України з питань бюджету","nacp_3428baca-d99a-4440-a530-9c1ee2836374","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3428baca-d99a-4440-a530-9c1ee2836374"
"Павленко Юрій Олексійович","Верховна Рада України восьмого скликання","народний депутат України, член Комітету Верховної Ради України з питань свободи слова та інформаційної політики","nacp_a949e072-e347-42e6-b973-dbb19ad6c841","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a949e072-e347-42e6-b973-dbb19ad6c841"
"Павлов Костянтин Юрійович","Верховна Рада України","Народний депутат України","nacp_897529d0-a9dc-4c54-9773-e17b4a6e21dd","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_897529d0-a9dc-4c54-9773-e17b4a6e21dd"
"Паламарчук Микола Петрович","Верховна Рада України","Народний депутат України","nacp_39065d5c-e410-4304-8610-efbcc3345dad","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_39065d5c-e410-4304-8610-efbcc3345dad"
"Палатний Артур Леонідович","Верховна Рада України","Народний депутат України","nacp_1c2e039d-db36-4f3b-8a9c-6404b6dc0d9c","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1c2e039d-db36-4f3b-8a9c-6404b6dc0d9c"
"Папієв Михайло Миколайович","Верховна Рада України","Голова підкомітету з питань депутатської етики Комітету Верховної Ради України з питань Регламенту та організації роботи Верховної Ради України","nacp_bdd40c44-2e42-41bf-873a-531142bf47e1","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bdd40c44-2e42-41bf-873a-531142bf47e1"
"Парасюк Володимир Зіновійович","Верховна Рада України","Народний депутат України","nacp_8e198356-94da-4884-92ca-aec34f80726c","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8e198356-94da-4884-92ca-aec34f80726c"
"Парубій Андрій Володимирович","Верховна Рада України","Голова Верховної Ради України","nacp_eb65200d-a3bc-4327-893e-e1bd11206b0d","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_eb65200d-a3bc-4327-893e-e1bd11206b0d"
"Пастух Тарас Тимофійович","Верховна рада України","Народний депутат України","nacp_9544f22f-4952-4e3c-ae74-8e67376a4ef0","TRUE","2018-04-04T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9544f22f-4952-4e3c-ae74-8e67376a4ef0"
"Пашинський Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_20497b58-f0e3-45a2-a617-a15366a2e1bf","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_20497b58-f0e3-45a2-a617-a15366a2e1bf"
"Петренко Олег Миколайович","Верховна Рада України","Народний депутат України","nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e"
"Петьовка Василь Васильович","Верховна Рада України","Народний депутат України","nacp_1be7470c-61d4-4de8-a5d8-d8ea9e74afe4","FALSE","2018-03-22T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1be7470c-61d4-4de8-a5d8-d8ea9e74afe4"
"Пинзеник Віктор Михайлович","Верховна Рада України","народний депутат України","nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","FALSE","2018-02-09T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e"
"Пинзеник Павло Васильович","Верховна Рада України","Народний депутат України","nacp_bca2afe7-5dbb-4ac9-8b10-69a09012291e","FALSE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bca2afe7-5dbb-4ac9-8b10-69a09012291e"
"Писаренко Валерій Володимирович","Верховна Рада України","Народний депутат України","nacp_0000aa71-d490-426b-be26-67981000dc80","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0000aa71-d490-426b-be26-67981000dc80"
"Підберезняк Вадим Іванович","Верховна Рада України","народний депутат України","nacp_78eb31d5-0722-4ea6-a323-555b039cfedc","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_78eb31d5-0722-4ea6-a323-555b039cfedc"
"Підлісецький Лев Теофілович","Верховна Рада України","Народний Депутат України","nacp_c9cef9d9-9eb9-4297-9580-3dfa2df81890","FALSE","2018-03-12T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9cef9d9-9eb9-4297-9580-3dfa2df81890"
"Побер Ігор Миколайович","Верховна Рада України","Народний депутат України","nacp_1fdcc11b-1c13-41a5-9835-bf82c541e244","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1fdcc11b-1c13-41a5-9835-bf82c541e244"
"Побочіх Михайло Олександрович","Верховна Рада України","Народний депутат Ураїни","nacp_9f2f4040-7d29-461c-8ec5-269a3cb23cba","TRUE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9f2f4040-7d29-461c-8ec5-269a3cb23cba"
"Подоляк Ірина Ігорівна","Верховна Рада України","Народний депутат України","nacp_230e99e9-feca-4e32-850e-cada878c31bd","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_230e99e9-feca-4e32-850e-cada878c31bd"
"Поляков Максим Анатолійович","Верховна Рада України","народний депутат України","nacp_978200a5-905a-4b00-a66e-40a4d988d6f3","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_978200a5-905a-4b00-a66e-40a4d988d6f3"
"Помазанов Андрій Віталійович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань діяльності адвокатури та регулювання надання правової допомоги громадянам","nacp_60940cbc-cbd5-4371-b9aa-f325aa2f6839","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_60940cbc-cbd5-4371-b9aa-f325aa2f6839"
"Пономарьов Олександр Сергійович","Верховна Рада України","Народний депутат України","nacp_3b31dc3d-a5e2-4728-8465-addd32c35522","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3b31dc3d-a5e2-4728-8465-addd32c35522"
"Поплавський Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8386acee-079b-4ea3-a5f3-b5fef65f8a48","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8386acee-079b-4ea3-a5f3-b5fef65f8a48"
"Попов Ігор Володимирович","Верховна Рада України, Комітет з питань запобігання і протидії корупції","Народний депутат України, заступник голови Комітету","nacp_0d7db4b4-da18-45d7-9780-389d5421587b","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0d7db4b4-da18-45d7-9780-389d5421587b"
"Порошенко Олексій Петрович","Верховна рада України","Народний депутат України","nacp_b0f19ef7-3071-4a13-9102-da4ec9ec1d42","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b0f19ef7-3071-4a13-9102-da4ec9ec1d42"
"Пресман Олександр Семенович","Верховна рада України","народний депутат України","nacp_56af589b-bf8b-499a-9955-df3330f76a4e","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56af589b-bf8b-499a-9955-df3330f76a4e"
"Присяжнюк Олександр Анатолійович","Управління справами Верховної Ради України","народний депутат України","nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ca243b6b-7972-4289-93ea-41ebc8f53b2e"
"Продан Оксана Петрівна","Верховна Рада України","народний депутат України","nacp_6abe8de1-8c17-4422-b7b4-48ef7d980946","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6abe8de1-8c17-4422-b7b4-48ef7d980946"
"Пташник Вікторія Юріївна","Верховна Рада України","народний депутат","nacp_3401791d-df3f-496a-83a9-7d247fd1b9a3","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3401791d-df3f-496a-83a9-7d247fd1b9a3"
"Рабінович Вадим Зіновійович","Верховна Рада України","Народний депутат України, Секретар Комітету, голова підкомітету з питань прав людини Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин ","nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c77c58d8-0c4c-4ee4-8ad0-1b6dc656174f"
"Развадовський Віктор Йосипович","Верховна Рада України","Народний депутат України","nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2","FALSE","2018-03-02T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b34c210e-589a-4176-8f3b-81a74a82b9d2"
"Ревега Олександр Васильович","Верховна Рада України","Народний депутат України","nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","FALSE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d"
"Река Андрій Олександрович","Верховна Рада України","Народний депутат України","nacp_6351c244-435b-4768-a4cf-8ce9300061af","FALSE","2018-03-20T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6351c244-435b-4768-a4cf-8ce9300061af"
"Рибак Іван Петрович","Верховна Рада України","народний депутат України","nacp_914bdddb-c5d5-4211-ad7f-f2da80a0638b","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_914bdddb-c5d5-4211-ad7f-f2da80a0638b"
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7"
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d"
"Ричкова Тетяна Борисівна","Верховна Рада України","Народний депутат України","nacp_9ec582b9-3a5b-41bb-85e7-72e7098a227c","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9ec582b9-3a5b-41bb-85e7-72e7098a227c"
"Різаненко Павло Олександрович","Верховна Рада України","Народний депутат України","nacp_a6871787-ff6d-4c49-9740-9fd5327dd983","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a6871787-ff6d-4c49-9740-9fd5327dd983"
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","TRUE","2018-04-04T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4"
"Романова Анна Анатоліївна","Верховна Рада України","Народний депутат України","nacp_e9c63c48-afea-4b71-97d6-982eeb4ee822","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e9c63c48-afea-4b71-97d6-982eeb4ee822"
"Романовський Олександр Володимирович","Верховна Рада України","Народний депутат України","nacp_87ad36d3-26f2-43a6-9cf7-bc7e2368a951","FALSE","2018-03-24T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_87ad36d3-26f2-43a6-9cf7-bc7e2368a951"
"Романюк Віктор Миколайович","Верховна Рада України","Народний депутат України","nacp_13788e66-278c-43a2-a8e1-266cae735cf5","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_13788e66-278c-43a2-a8e1-266cae735cf5"
"Романюк Роман Сергійович","Верховна Рада України","Народний депутат України","nacp_1fffe5f4-0227-4d2f-a727-b08389799909","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1fffe5f4-0227-4d2f-a727-b08389799909"
"Рудик Сергій Ярославович","Верховна Рада України","Народний депутат України","nacp_9c663aed-0e62-4039-abe4-41e0e6222138","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c663aed-0e62-4039-abe4-41e0e6222138"
"Рябчин Олексій Михайлович","Верховна Рада України","Народний депутат","nacp_30ab4b26-ba81-45d4-8da5-8bde77d3b5f5","TRUE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_30ab4b26-ba81-45d4-8da5-8bde77d3b5f5"
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371"
"Саврасов Максим Віталійович","Верховна Рада України","Народний депутат України","nacp_6491e213-6c26-475b-acb8-224510b839ed","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6491e213-6c26-475b-acb8-224510b839ed"
"Савчук Юрій Петрович","Верховна рада України","Народний депутат України, Перший заступник голови Комітету Верховної Ради України з питань запобігання і протидії корупції","nacp_86060eb3-b6c3-4f5e-ab19-092ea9673269","TRUE","2018-04-03T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86060eb3-b6c3-4f5e-ab19-092ea9673269"
"Сажко Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_64ccd9c3-1608-427c-bc88-ce05355a1cd4","FALSE","2018-03-13T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_64ccd9c3-1608-427c-bc88-ce05355a1cd4"
"Святаш Дмитро Володимирович","Верховна Рада України","народний депутат України","nacp_243177ba-09b6-4ccc-8750-e3dacc419965","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_243177ba-09b6-4ccc-8750-e3dacc419965"
"Севрюков Владислав Володимирович","Верховна Рада України","Народний депутат України","nacp_cfaee59e-d557-4109-a2b3-95e61faad712","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cfaee59e-d557-4109-a2b3-95e61faad712"
"Семенуха Роман Сергійович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань інформатизації та зв'язку","nacp_f478422a-a0cc-4b6b-9f72-5f42ed9c5de9","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f478422a-a0cc-4b6b-9f72-5f42ed9c5de9"
"Семенченко Семен Ігорович","Верховна рада України","Народний депутат України, перший заступник голови комітету з питань національної безпеки і оборони","nacp_2c3579af-d490-4735-b1e7-e750e9c11896","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2c3579af-d490-4735-b1e7-e750e9c11896"
"Сидорович Руслан Михайлович","Верховна Рада України","народний депутат","nacp_787a4a47-7514-479e-806e-50ce449b695c","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_787a4a47-7514-479e-806e-50ce449b695c"
"Сидорчук Вадим Васильович","Верховна Рада України ","Народний депутат України","nacp_0a802060-bc35-4c88-b5de-095ece7f4ce8","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0a802060-bc35-4c88-b5de-095ece7f4ce8"
"Силантьєв Денис Олегович","Верховна Рада України","Народний депутат України","nacp_333116e8-45ba-4c15-95f0-5ebb489bf122","FALSE","2018-03-16T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_333116e8-45ba-4c15-95f0-5ebb489bf122"
"Сироїд Оксана Іванівна","Верховна Рада України","Народний депутат України","nacp_d6f615b4-6c2b-4050-b7d7-c429c195130f","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d6f615b4-6c2b-4050-b7d7-c429c195130f"
"Сисоєнко Ірина Володимирівна","Верховна Рада","Народний Депутат України","nacp_153bd589-5449-4dcf-b78e-ab4b64c7d2d1","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_153bd589-5449-4dcf-b78e-ab4b64c7d2d1"
"Скорик Микола Леонідович","Верховна Рада України ","Народний депутат України ","nacp_53301d41-4bb5-4982-aaea-eafed0bae038","FALSE","2018-03-24T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_53301d41-4bb5-4982-aaea-eafed0bae038"
"Скрипник Олексій Олексійович","Верховна Рада України","Народний депутат","nacp_ab6c2b14-a69f-47ef-a18f-6e04a42fcc27","FALSE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ab6c2b14-a69f-47ef-a18f-6e04a42fcc27"
"Скуратовський Сергій Іванович","Верховна Рада України","народний депутат України, Голова комітету Верховної ради України з питань будівництва, містобудування і ЖКГ","nacp_90cb6b66-6ecf-4f50-bf38-3f026d20cbe8","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_90cb6b66-6ecf-4f50-bf38-3f026d20cbe8"
"Соболєв Єгор Вікторович","Верховна Рада України","Народний депутат України","nacp_9e70cd4e-e518-437e-813a-9c2f037612a6","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e70cd4e-e518-437e-813a-9c2f037612a6"
"Соболєв Сергій Владиславович","Верховна Рада України","Народний депутат України","nacp_956a9f9b-9f40-4248-a5c0-3277c440aace","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_956a9f9b-9f40-4248-a5c0-3277c440aace"
"Соловей Юрій Ігорович","Народний депутат України","Заступник голови комітету","nacp_892521a8-ece7-4659-bed5-3436cce83e9e","TRUE","2018-04-04T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_892521a8-ece7-4659-bed5-3436cce83e9e"
"Солод Юрій Васильович","Верховна Рада України","Народний депутат України","nacp_d0df6bb9-70e7-4c4f-94b4-d5a170aa7fd8","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d0df6bb9-70e7-4c4f-94b4-d5a170aa7fd8"
"Сольвар Руслан Миколайович","Верховна Рада України","Народний депутат України Член Комітету Верховної Ради України з питань транспорту","nacp_9320673c-616f-4865-a0cb-30efb8a79e4f","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9320673c-616f-4865-a0cb-30efb8a79e4f"
"Соляр Володимир Миронович","Верховна Рада України","Народний депутат України","nacp_3f55fc7b-7e5a-4d33-9b68-ac5907c87322","FALSE","2018-03-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3f55fc7b-7e5a-4d33-9b68-ac5907c87322"
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","TRUE","2018-04-04T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0"
"Сочка Олександр Олександрович","Верховна Рада України","голова підкомітету комітету Верховної Ради України з питань свободи слова та інформаційної політики ","nacp_a3b25047-5ad4-460a-a6fe-70588f51fdf5","FALSE","2018-03-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a3b25047-5ad4-460a-a6fe-70588f51fdf5"
"Співаковський Олександр Володимирович","Верховна Рада України","народний депутат України","nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d"
"Спориш Іван Дмитрович","Верховна рада України","народний депутат України","nacp_07287eca-4b27-4a34-82cd-b0dd2861770e","TRUE","2018-03-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_07287eca-4b27-4a34-82cd-b0dd2861770e"
"Сташук Віталій Филимонович","Верховна Рада України","народний депутат України","nacp_75d6bd9f-8525-4610-b1fa-1d8c503be3c4","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_75d6bd9f-8525-4610-b1fa-1d8c503be3c4"
"Стеценко Дмитро Олександрович","Управління справами Верховної Ради України","Народний депутат України","nacp_82ec7bdc-7a08-47e1-8d10-f76fcdba658e","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82ec7bdc-7a08-47e1-8d10-f76fcdba658e"
"Сугоняко Олександр Леонідович","Верховна Рада України","Народний депутат України","nacp_24797654-6cec-430c-8fe2-b575b5ea0d99","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_24797654-6cec-430c-8fe2-b575b5ea0d99"
"Супруненко Олександр Іванович","Верховна Рада України","Народний депутат України","nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d","TRUE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6bd6cfe-63ec-43bf-ac05-be742037422d"
"Суслова Ірина Миколаївна","Верховна Рада України","Народний депутат України, голова підкомітету з питань гендерної рівності і недискримінації Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин","nacp_c48c7d86-99ac-47dd-80e9-62ed32f077af","TRUE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c48c7d86-99ac-47dd-80e9-62ed32f077af"
"Сюмар Вікторія Петрівна","Верховна Рада України","Народний депутат України, Голова комітету з питань свободи слова та інформаційної політики","nacp_c43682e2-b022-43d7-83d2-65fa4f6e3d8d","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c43682e2-b022-43d7-83d2-65fa4f6e3d8d"
"Тарасюк Борис Іванович","Верховна Рада","Народний депутат","nacp_feeba172-c8e9-43f9-9469-b65170419f3b","FALSE","2018-03-12T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_feeba172-c8e9-43f9-9469-b65170419f3b"
"Тарута Сергій Олексійович","Верховна Рада України","Народний депутат України","nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e2e7c9b9-1905-47e3-8df2-e0a5737bad30"
"Тетерук Андрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_96c3cff7-11c2-458a-94aa-5fa62d416ba1","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_96c3cff7-11c2-458a-94aa-5fa62d416ba1"
"Тимошенко Юлія Володимирівна","Верховна Рада України ","Народний депутат України","nacp_8b31e90a-07fe-405d-a3d0-76849729a02e","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8b31e90a-07fe-405d-a3d0-76849729a02e"
"Тимошенко Юрій Володимирович","Верховна Рада України","Народний депутат України","nacp_9c5408f4-5213-4c56-ba97-90fbc74c4e35","FALSE","2018-03-22T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c5408f4-5213-4c56-ba97-90fbc74c4e35"
"Тимчук Дмитро Борисович","Верховна Рада України","Народний депутат України","nacp_496421a3-2b3f-48df-90b3-937c43b8e490","FALSE","2018-03-22T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_496421a3-2b3f-48df-90b3-937c43b8e490"
"Тіміш Григорій Іванович","Верховна Рада України","народний депутат України","nacp_63b7d882-7ec2-4949-a764-294eaf1c7179","FALSE","2018-03-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_63b7d882-7ec2-4949-a764-294eaf1c7179"
"Ткачук Геннадій Віталійович","Верховна Рада України","народний депутат України","nacp_6cbada25-2535-41cd-90cc-0564d175e11c","TRUE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6cbada25-2535-41cd-90cc-0564d175e11c"
"Третьяков Олександр Юрійович","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю","nacp_832f5619-6e8f-4267-b635-28eeafd49957","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_832f5619-6e8f-4267-b635-28eeafd49957"
"Тригубенко Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_a017be38-8a07-40f9-977f-fb4689e70ca8","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a017be38-8a07-40f9-977f-fb4689e70ca8"
"Унгурян Павло Якимович","Верховна Рада України","Народний депутат України","nacp_4e1cf45a-578c-46b3-b2af-ebb9598b2943","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4e1cf45a-578c-46b3-b2af-ebb9598b2943"
"Урбанський Олександр Ігорович","Верховна Рада України","Народний депутат України","nacp_2f0d00e1-9016-4529-b6e1-c69f8886d891","TRUE","2018-03-22T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2f0d00e1-9016-4529-b6e1-c69f8886d891"
"Усов Костянтин Глібович","Верховна Рада України","Народний депутат України","nacp_b125838d-7bde-4ef0-9d74-be9c3f74ef83","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b125838d-7bde-4ef0-9d74-be9c3f74ef83"
"Фаєрмарк Сергій Олександрович","Верховна Рада України","Народний депутат України Голова підкомітету з питань господарського законодавства, антимонопольної політики, розвитку економічної конкуренції Комітету Верховної Ради України з питань економічної політики","nacp_5d26bae6-e272-4ba6-b6b6-24d714c7c8af","FALSE","2018-03-16T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5d26bae6-e272-4ba6-b6b6-24d714c7c8af"
"Федорук Микола Трохимович","Верховна Рада України","голова підкомітету комітету з питань державного будівництва,регіональної політики та місцевого самоврядування","nacp_c6f045c9-a021-4dad-b4dc-374efbaff913","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c6f045c9-a021-4dad-b4dc-374efbaff913"
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","TRUE","2018-04-04T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4"
"Фріз Ірина Василівна","Верховна Рада України","народний депутат України","nacp_b7ba71e9-86ad-4471-bba3-88933ad457b7","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b7ba71e9-86ad-4471-bba3-88933ad457b7"
"Фролов Микола Олександрович","Верховна Рада України","Народний депутат України","nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502","FALSE","2018-03-17T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4cc81a1c-4f4e-44d0-bd96-328bd4c94502"
