"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_is_foreign","dnt_objectType_encoded","source_eng_company_address","source_ua_sameRegLivingAddress","source_eng_company_name","source_ukr_fullname","source_eng_company_code","person","source_ukr_company_name","dnt_sizeIncome_hidden","incomeSource","otherObjectType","source_eng_fullname","source_ua_company_code","source_ua_company_name","source_ua_lastname","iteration","source_ua_firstname","source_citizen","sizeIncome","source_ukr_company_address","source_ua_middlename","objectType","object_id","ownershipType","otherOwnership","percent.ownership","source_ua_company_code_extendedstatus","source_ua_actualAddress_extendedstatus","source_ua_taxNumber_extendedstatus","source_ua_birthday_extendedstatus","incomeSource_extendedstatus","source_citizen_extendedstatus","source_ua_regAddress_extendedstatus","sizeIncome_extendedstatus","source_eng_company_code_extendedstatus","source_eng_company_address_extendedstatus","source_ukr_company_address_extendedstatus","source_ua_middlename_extendedstatus","source_ua_lastname_extendedstatus","source_ua_firstname_extendedstatus","otherObjectType_extendedstatus","source_ua_company_name_extendedstatus","objectType_extendedstatus","source_eng_birthday_extendedstatus","source_eng_regAddress_extendedstatus","source_eng_fullname_extendedstatus","source_eng_taxNumber_extendedstatus","source_ukr_regAddress_extendedstatus","declarant","subjectRelation"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","FALSE","leasing","","FALSE","","","","1","","FALSE","j","","","","","Біла ","1521209419897","Юлія ","Громадянин України",88000,"","Вікторівна","Дохід від надання майна в оренду","1521209419897","Власність","",NA,NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","TRUE","interest","1020, Austria, Vienna, Taborstrase, 10 A","","Oberbank AG","","79063w","1477560601122","Обербанк АГ","FALSE","j","","","","","","1521556206394","","Юридична особа, зареєстрована за кордоном",218,"1020, Австрія, Відень, Таборштрассе 11 А","","Проценти","1521556206394","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","TRUE","other","Str. Marinescu, 50, post code 540136, Targu-Mures, Mures, Romania ","","Fundatia Pentru SMURD","","","1","Фундація СМАРД","FALSE","j","Компенсація витрат (добових) на відрядження","","","","","1491555724482","","Юридична особа, зареєстрована за кордоном",2175,"Румунія, 540136, м. Тиргу-Муреш, вул. Марінеску, 50","","Інше","1491555724482","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","FALSE","interest","","","","","","1477560601122","","FALSE","j","","","21685166","ПАТ ""ОТП Банк""","","1490985466314","","Юридична особа, зареєстрована в Україні",894,"","","Проценти","1490985466314","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","TRUE","salarysecond","1020, Austria, Vienna, Taborstrasse 11 B","","Fux Neulinger Mitrofanova Rechtsanwalte OG ","","","1477560601122","Адвокатське бюро Фукс Нойлінгер Митрофанова ","FALSE","j","","","","","","1490984299701","","Юридична особа, зареєстрована за кордоном",710416,"1020, Австрія, Відень, Таборштрассе 11 В","","Заробітна плата отримана за сумісництвом","1490984299701","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","FALSE","leasing","","","","","","1","","FALSE","j","","","14307794","АТ ""МОТОР СІЧ""","","1520010116110","","Юридична особа, зареєстрована в Україні",104000,"","","Дохід від надання майна в оренду","1520010116110","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєв Вячеслав Олександрович",NA
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","FALSE","dividends","","","","","","1478245077794","","FALSE","j","","","35147285","ПП ""Азов Трейд-ХХІ""","","1478338213488","","Юридична особа, зареєстрована в Україні",1591677,"","","Дивіденди","1478338213488","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєва Олена Серафимівна","дружина"
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","FALSE","interest","","","","","","1478245077794","","FALSE","j","","","35345213","ПАТ ""Мотор Банк""","","1520010568382","","Юридична особа, зареєстрована в Україні",475308,"","","Проценти","1520010568382","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєва Олена Серафимівна","дружина"
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","FALSE","other","","","","","","1","","FALSE","j","Перевищення норм витрат при командируванні","","14307794","АТ ""МОТОР СІЧ""","","1478336443952","","Юридична особа, зареєстрована в Україні",56702,"","","Інше","1478336443952","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєв Вячеслав Олександрович",NA
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","FALSE","pension","","","","","","1","","FALSE","j","","","20508387","Пенсіїний фонд України УПФУ в Шевченковському р-ні","","1478335791486","","Юридична особа, зареєстрована в Україні",203590,"","","Пенсія","1478335791486","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєв Вячеслав Олександрович",NA
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","FALSE","other","","","","","","1","","FALSE","j","","","13632351","НВК ТОВ ""ДИАНА-92""","","1521789019010","","Юридична особа, зареєстрована в Україні",12747,"","","Дохід від відчуження рухомого майна ( крім цінних паперів та корпоративних прав)","1521789019010","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєв Вячеслав Олександрович",NA
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","FALSE","other","","","","","","1","","FALSE","j","матеріальна допомога","","37573438","УСЗН Запорізької Міської Ради","","1478336912854","","Юридична особа, зареєстрована в Україні",38400,"","","Інше","1478336912854","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Богуслаєв Вячеслав Олександрович",NA
