"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","costDateOrigin_extendedstatus","otherObjectType","iteration","person","costDateOrigin","owningDate","descriptionObject","objectType","object_id","ownershipType","otherOwnership","percent.ownership","owningDate_extendedstatus","descriptionObject_extendedstatus","declarant","subjectRelation"
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477618805383","1","40000",1999-01-01,"Пісні ""Спокійно і тихо в кімнаті у тебе""","Авторське право","1477618805383","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477618082998","1","150000",1997-01-01,"Пісня ""На тому березі""","Авторське право","1477618082998","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477619062591","1","100000",1998-01-01,"Слова пісні ""Хай буде так""","Авторське право","1477619062591","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477671481779","1","10000",2014-05-23,"Вірш ""Не люблять нас в світі одні москалі""","Авторське право","1477671481779","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617756822","1","70000",1999-01-01,"Слова пісні ""Марина""","Авторське право","1477617756822","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477671529458","1","10000",2014-05-31,"Вірш ""Москва, кумедна твоя назва""","Авторське право","1477671529458","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477618636236","1","10000",2010-01-01,"Пісня ""Седой старик в небесах""","Авторське право","1477618636236","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521716866884","1","20000",2017-08-22,"Вірш ""Коли сідає сонце за морями""","Авторське право","1521716866884","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617300793","1","10000",2005-01-01,"Пісня ""Душе не хочется покоя""","Авторське право","1477617300793","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477671792241","1","5000",2015-01-07,"Вірш ""Дивлюсь у владу""","Авторське право","1477671792241","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477670182255","1","10000",2014-10-16,"Вірш ""В незрозумілій, кримінальній""","Авторське право","1477670182255","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477618275963","1","100000",1997-01-01,"Слова пісні ""Не питай мене чому""","Авторське право","1477618275963","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477670519211","1","10000",2014-05-02,"Вірш ""Чотири синочка""","Авторське право","1477670519211","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617898502","1","10000",1998-01-01,"Пісня ""Мне нельзя""","Авторське право","1477617898502","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617572682","1","10000",1999-01-01,"Пісня ""Знаки Зодіаку""","Авторське право","1477617572682","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477614498761","1","121000",2014-01-01,"Збірка віршів ""Я зеркало"", Фолио","Авторське право","1477614498761","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521716616948","1","30000",2017-01-01,"Вірш ""Вишиванка""","Авторське право","1521716616948","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477618927787","1","10000",1997-01-01,"Пісня ""Твой человек""","Авторське право","1477618927787","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521717689228","1","20000",2017-01-01,"Вірш ""Бабуся в Саратові охне""","Авторське право","1521717689228","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477615642710","1","250000",2015-10-12,"Відеокліп ""Наливай, козаче!""","Авторське право","1477615642710","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477619805055","1","30000",1997-01-01,"Слова пісні ""То моє кіно""","Авторське право","1477619805055","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477669432997","1","10000",2015-09-10,"Вірш ""Казки писались недарма""","Авторське право","1477669432997","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477615970224","1","20000",1998-10-19,"Знак для товарів і послуг 22105","Торгова марка чи комерційне найменування","1477615970224","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477669512463","1","10000",2015-09-12,"Вірш ""Я не мученик і не святоша""","Авторське право","1477669512463","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477671384963","1","10000",2014-05-21,"Вірш ""Нема братерства між народів""","Авторське право","1477671384963","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617726785","1","100000",1997-01-01,"Слова пісні ""Листопад""","Авторське право","1477617726785","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477615235632","1","250000",2012-05-05,"Відеокліп ""Здравствуй, Киев!""","Авторське право","1477615235632","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521719465814","1","20000",2017-12-31,"Вірш ""А за вікном зима, зима, зима...""","Авторське право","1521719465814","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617035858","1","10000",2013-01-01,"Пісня ""В глубокой опе""","Авторське право","1477617035858","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617533514","1","10000",1999-01-01,"Слова до пісні ""Зелений ліхтарик""","Авторське право","1477617533514","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521718786846","1","10000",2017-10-01,"Вірш ""Не роки, а вже сторіччя""","Авторське право","1521718786846","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477671746401","1","5000",2014-11-08,"Вірш ""Чи хочуть миру москалі?""","Авторське право","1477671746401","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477619107640","1","170000",1995-01-01,"Слова пісні ""Харам буру""","Авторське право","1477619107640","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477670005246","1","10000",2015-04-11,"Вірш ""Якщо не здав ти український паспорт""","Авторське право","1477670005246","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477619236059","1","10000",2014-01-01,"Пісня ""Чему бить, того не миновать""","Авторське право","1477619236059","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477669772003","1","10000",2015-08-24,"Вірш ""Коли від зради і брехні...""","Авторське право","1477669772003","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521719727174","1","50000",2017-12-31,"Пісня ""Подаруй мені день""","Авторське право","1521719727174","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617177044","1","10000",1997-01-01,"Пісня ""Війна, завжди війна""","Авторське право","1477617177044","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521717873828","1","20000",2017-01-01,"Вірш ""На їх могили не положать квіти""","Авторське право","1521717873828","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477617649958","1","70000",1995-01-01,"Слова пісні ""Клен облітає червоний""","Авторське право","1477617649958","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477619289429","1","170000",2014-01-01,"Пісня ""Чертополох""","Авторське право","1477619289429","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477616030813","1","20000",1998-11-12,"Знак для товарів і послуг - 23596","Торгова марка чи комерційне найменування","1477616030813","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477618566037","1","10000",2014-01-01,"Пісня ""Простите меня""","Авторське право","1477618566037","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521717608348","1","20000",2017-08-01,"Вірш ""Сьогодення нащадкам судиться""","Авторське право","1521717608348","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1489592806585","1","350000",2016-12-31,"Відеокліп ""Не журись! Не сумуй!""","Авторське право","1489592806585","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477670447726","1","10000",2014-04-08,"Вірш ""Утопически-оптимистическое""","Авторське право","1477670447726","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521718531210","1","20000",2017-01-01,"Вірш ""Патріоти зі Сходу""","Авторське право","1521718531210","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477618240321","1","100000",2015-01-01,"Вірш ""Не журись, не сумуй""","Авторське право","1477618240321","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477672080617","1","10000",2015-03-09,"Вірш ""Збирають повні зали москалів""","Авторське право","1477672080617","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477670784362","1","20000",2015-01-01,"Вірш ""П'ять порад""","Авторське право","1477670784362","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477615754859","1","20000",1998-10-19,"Знак для товарів і послуг - ""Музична біржа"" (22104)","Торгова марка чи комерційне найменування","1477615754859","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477670590632","1","10000",2014-05-13,"Вірш ""В день матери - моей уникальной мамочке""","Авторське право","1477670590632","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477618603232","1","100000",1997-01-01,"Слова пісні ""Просто Тая""","Авторське право","1477618603232","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1477671138980","1","10000",2013-11-24,"Вірш ""Звідсіля до Майдану тисячі кілометрів на Схід""","Авторське право","1477671138980","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521717181030","1","20000",2017-01-01,"Вірш ""Тебе послав до мене Бог""","Авторське право","1521717181030","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521717757378","1","20000",2017-02-01,"Вірш ""Трампу, путіну""","Авторське право","1521717757378","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
"Рибчинський Євген Юрійович","Верховна Рада України","Народний депутат України","nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Рибчинський","FALSE","Юрійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d13a5fa4-1b93-4274-83ca-00fb08ffce0d","Євген",NA,"","1521719600416","1","50000",2017-05-01,"Пісня ""Все минеться!""","Авторське право","1521719600416","Власність","",NA,NA,NA,"Рибчинський Євген Юрійович",NA
