"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","objectName","iteration","reestrCode","objectType","object_id","unitName","unitType"
"Бондар Михайло Леонтійович","Верховна Рада України","Народний депутат України","nacp_c61fc62b-0627-4b86-9b2b-366063762e1d","Бондар","FALSE","Леонтійович",2018-01-17,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c61fc62b-0627-4b86-9b2b-366063762e1d","Михайло","Всеукраїнська організація Самооборона Майдану","1485763034846","39344056","Громадське об’єднання","1485763034846",NA,NA
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Шахов","FALSE","Володимирович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Сергій","Благодійна організація ""Всеукраїнський благодійний фонд ""Народна довіра""",NA,"38969442","Благодійна організація","1476187798133",NA,NA
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Шахов","FALSE","Володимирович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Сергій","Благодійна організація ""Благодійний фонд Сергія Шахова""",NA,"34986809","Благодійна організація","1476188738016",NA,NA
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Шахов","FALSE","Володимирович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Сергій","Благодійна організація ""Фонд Сергія Шахова""",NA,"39368805","Благодійна організація","1476187930620",NA,NA
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Шахов","FALSE","Володимирович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Сергій","Громадська організація ""Всеукраїнське об'єднання ""Народна довіра""",NA,"38726735","Громадське об’єднання","1476187753300",NA,NA
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Шахов","FALSE","Володимирович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Сергій","Громадська організація ""Всеукраїнське об'єднання ""Народна довіра""",NA,"38726735","Громадське об’єднання","1476188227491","Рада","Керівні органи"
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Шахов","FALSE","Володимирович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Сергій","Благолійна організація ""Благодійний фонд Сергія Шахова""",NA,"34986809","Благодійна організація","1476188994695","засновник","Наглядові органи"
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Шахов","FALSE","Володимирович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Сергій","Благодійна організація ""Всеукраїнський благодійний фонд ""Народна довіра""",NA,"38969442","Благодійна організація","1476188391843","Правління","Керівні органи"
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Шахов","FALSE","Володимирович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","Сергій","Благодійна організація ""Фонд Сергія Шахова""",NA,"39368805","Благодійна організація","1476188453202","Правління","Керівні органи"
"Сажко Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_64ccd9c3-1608-427c-bc88-ce05355a1cd4","Сажко","FALSE","Миколайович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_64ccd9c3-1608-427c-bc88-ce05355a1cd4","Сергій","Мар'їнська районна громадська організація ""Українська Спілка ветеранів Афганістану (воїнів-інтернаціоналістів)","1477585964403","34335356","Громадське об’єднання","1477585964403",NA,NA
"Лінько Дмитро Володимирович","Верховна Рада України","Народний депутат України","nacp_ad0b797e-ef67-4257-9682-dd4c22304ff3","Лінько","FALSE","Володимирович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ad0b797e-ef67-4257-9682-dd4c22304ff3","Дмитро","Радикальна партія Олега Ляшка","1490104555606","00015622","Громадське об’єднання","1490104555606",NA,NA
"Заліщук Світлана Петрівна","Верховна Рада України","Народний Депутат","nacp_83d1f53e-1ff3-49a4-87d0-0ce7b72d4d19","Заліщук","FALSE","Петрівна",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_83d1f53e-1ff3-49a4-87d0-0ce7b72d4d19","Світлана","""Центр ЮЕЙ"" ",NA,"36633761","Громадське об’єднання","1476883039726",NA,NA
"Сисоєнко Ірина Володимирівна","Верховна Рада","Народний Депутат України","nacp_153bd589-5449-4dcf-b78e-ab4b64c7d2d1","Сисоєнко","FALSE","Володимирівна",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_153bd589-5449-4dcf-b78e-ab4b64c7d2d1","Ірина","Київська обласна організація Політичної партії Об'єднання ""Самопоміч""","1490961133115","39922721","Громадське об’єднання","1490961133115",NA,NA
"Тимчук Дмитро Борисович","Верховна Рада України","Народний депутат України","nacp_496421a3-2b3f-48df-90b3-937c43b8e490","Тимчук","FALSE","Борисович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_496421a3-2b3f-48df-90b3-937c43b8e490","Дмитро","Національна спілка журналістів України",NA,"00027140","Громадське об’єднання","1476875648982",NA,NA
"Масоріна Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_0f33860a-2e56-4442-8b9d-bf6c42870afe","Масоріна","FALSE","Сергіївна",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0f33860a-2e56-4442-8b9d-bf6c42870afe","Олена","БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""БЛАГОДІЙНИЙ ФОНД ""ВОЛОНТЕРСЬКА СОТНЯ ""УКРАЇНА-СВІТ""","1490102605716","39282215","Благодійна організація","1490102605716",NA,NA
"Корчик Віталій Андрійович","Верховна Рада України","Народний депутат України","nacp_5230e9ec-ebce-49c2-b807-839bd5d3269a","Корчик","FALSE","Андрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5230e9ec-ebce-49c2-b807-839bd5d3269a","Віталій","Чорнобильська асоціація народних депутатів України","1490885490504","40827389","Громадське об’єднання","1490885490504",NA,NA
"Мепарішвілі Хвича Нодарович","Управління справами Верховної Ради України","народний депутат України","nacp_93d3c499-1d44-4d89-9753-82d915c632d0","Мепарішвілі","FALSE","Нодарович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_93d3c499-1d44-4d89-9753-82d915c632d0","Хвича","ГО ""Грузинське Земляцтво""","1477607165386","35138658","Громадське об’єднання","1477607165386","Керівник","Керівні органи"
"Мепарішвілі Хвича Нодарович","Управління справами Верховної Ради України","народний депутат України","nacp_93d3c499-1d44-4d89-9753-82d915c632d0","Мепарішвілі","FALSE","Нодарович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_93d3c499-1d44-4d89-9753-82d915c632d0","Хвича","Благодійна організація ""Благодійний фонд народного депутата України Хвичі Мепарішвілі ""Майбутнє України""","1490275082672","38967555","Благодійна організація","1490275082672","Правління організації","Керівні органи"
"Арешонков Володимир Юрійович","Верховна Рада України","Народний депутат України","nacp_768dd957-8066-4215-8143-4d852f28baaa","Арешонков","FALSE","Юрійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_768dd957-8066-4215-8143-4d852f28baaa","Володимир","Чорнобильська асоціація народних депутатів України","1488798391492","40827389","Громадське об’єднання","1488798391492",NA,NA
"Кишкар Павло Миколайович","Верховна Рада України","народний депутат України","nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Кишкар","TRUE","Миколайович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Павло","Перша Патріотична Профспілка","1477633286153","40209348","Саморегулівне чи самоврядне професійне об’єднання","1477633286153",NA,NA
"Кишкар Павло Миколайович","Верховна Рада України","народний депутат України","nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Кишкар","TRUE","Миколайович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Павло","Перша Патріотична Профспілка","1521730531825","40209348","Саморегулівне чи самоврядне професійне об’єднання","1521730531825","Перша Патріотична Профспілка","Керівні органи"
"Гузь Ігор Володимирович","Верховна Рада України","Народний депутат України","nacp_a909d251-109a-4e58-97f0-07d5963f267c","Гузь","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a909d251-109a-4e58-97f0-07d5963f267c","Ігор","БЛАГОДІЙНИЙ ФОНД ""ПРИБУЖЖЯ""","1476700512612","39777995","Благодійна організація","1476700512612",NA,NA
"Гузь Ігор Володимирович","Верховна Рада України","Народний депутат України","nacp_a909d251-109a-4e58-97f0-07d5963f267c","Гузь","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a909d251-109a-4e58-97f0-07d5963f267c","Ігор","ЦЕНТР ДЕМОКРАТІЇ ""НОВА ЄВРОПА""","1476700363168","39707184","Громадське об’єднання","1476700363168",NA,NA
"Гузь Ігор Володимирович","Верховна Рада України","Народний депутат України","nacp_a909d251-109a-4e58-97f0-07d5963f267c","Гузь","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a909d251-109a-4e58-97f0-07d5963f267c","Ігор","ВСЕУКРАЇНСЬКЕ ОБ'ЄДНАННЯ АТАКА""","1521791367754","41125526","Громадське об’єднання","1521791367754",NA,NA
"Гузь Ігор Володимирович","Верховна Рада України","Народний депутат України","nacp_a909d251-109a-4e58-97f0-07d5963f267c","Гузь","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a909d251-109a-4e58-97f0-07d5963f267c","Ігор","""ВСЕУКРАЇНСЬКЕ ОБ'ЄДНАННЯ АТАКА""","1521791493552","41125526","Громадське об’єднання","1521791493552","Керівник","Керівні органи"
"Гузь Ігор Володимирович","Верховна Рада України","Народний депутат України","nacp_a909d251-109a-4e58-97f0-07d5963f267c","Гузь","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a909d251-109a-4e58-97f0-07d5963f267c","Ігор","ЦЕНТР ДЕМОКРАТІЇ ""НОВА ЄВРОПА""","1476700567128","39707184","Громадське об’єднання","1476700567128","Керівник","Керівні органи"
"Висоцький Сергій Віталійович","Верховна Рада України","Народний депутат України","nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Висоцький","FALSE","Віталійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Сергій","""ВСЕУКРАЇНСЬКА МЕРЕЖА ""ВІЛЬНІ ЛЮДИ""","1490800861453","39576165","Громадське об’єднання","1490800861453",NA,NA
"Висоцький Сергій Віталійович","Верховна Рада України","Народний депутат України","nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Висоцький","FALSE","Віталійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Сергій","""ВСЕУКРАЇНСЬКА МЕРЕЖА ""ВІЛЬНІ ЛЮДИ""","1490800544766","39576165","Громадське об’єднання","1490800544766","РАДА ОРГАНІЗАЦІЇ; ПРОВІД ОРГАНІЗАЦІЇ","Керівні органи"
"Голубов Дмитро Іванович","Верховна Рада України","Народний депутат України","nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Голубов","FALSE","Іванович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Дмитро","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ГРОМАДСЬКА ПРИЙМАЛЬНЯ НАРОДНОГО ДЕПУТАТА ДМИТРА ГОЛУБОВА В МІСТІ КИЄВІ""",NA,"40218284","Громадське об’єднання","1477566861102",NA,NA
"Голубов Дмитро Іванович","Верховна Рада України","Народний депутат України","nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Голубов","FALSE","Іванович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Дмитро","ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ІНТЕРНЕТ ПАРЛАМЕНТ""",NA,"36673357","Громадське об’єднання","1476789019517",NA,NA
"Голубов Дмитро Іванович","Верховна Рада України","Народний депутат України","nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Голубов","FALSE","Іванович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Дмитро","ПОЛІТИЧНА ПАРТІЯ ""ІНТЕРНЕТ ПАРТІЯ УКРАЇНИ"" (ПП ""ІНТЕРНЕТ ПАРТІЯ УКРАЇНИ"")",NA,"39965035","Громадське об’єднання","1477567229636",NA,NA
"Голубов Дмитро Іванович","Верховна Рада України","Народний депутат України","nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Голубов","FALSE","Іванович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Дмитро","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ГРОМАДСЬКА ПРИЙМАЛЬНЯ НАРОДНОГО ДЕПУТАТА ДМИТРА ГОЛУБОВА В МІСТІ КИЄВІ""",NA,"40218284","Громадське об’єднання","1477566950094","Правління","Керівні органи"
"Голубов Дмитро Іванович","Верховна Рада України","Народний депутат України","nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Голубов","FALSE","Іванович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Дмитро","ПОЛІТИЧНА ПАРТІЯ ""ІНТЕРНЕТ ПАРТІЯ УКРАЇНИ"" (ПП ""ІНТЕРНЕТ ПАРТІЯ УКРАЇНИ"")",NA,"39965035","Громадське об’єднання","1477567745116","Вища рада Партії, Президія Вищої ради Партії","Керівні органи"
"Голубов Дмитро Іванович","Верховна Рада України","Народний депутат України","nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Голубов","FALSE","Іванович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Дмитро","ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ІНТЕРНЕТ ПАРЛАМЕНТ""",NA,"36673357","Громадське об’єднання","1476789734516","Правління","Керівні органи"
"Куліченко Іван Іванович","Верховна Рада України","Народний депутат України","nacp_676ddc98-8a54-40c5-8c69-53b0129ce032","Куліченко","FALSE","Іванович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_676ddc98-8a54-40c5-8c69-53b0129ce032","Іван","Дніпропетровський общинний фонд",NA,"26461282","Громадське об’єднання","1477393311006",NA,NA
"Шпенов Дмитро Юрійович","Верховна Рада України ","народний депутат України ","nacp_025a2cc4-deab-4324-a909-479618b6d4a7","Шпенов","TRUE","Юрійович",2018-02-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_025a2cc4-deab-4324-a909-479618b6d4a7","Дмитро","Національна асоціація адвокатів України ","1477582284111","38488439","Саморегулівне чи самоврядне професійне об’єднання","1477582284111",NA,NA
"Вітко Артем Леонідович","Управління справами Апарату Верховна Рада України","народний депутат України","nacp_fa917250-bdcd-4123-b19d-2d1e222ce0a2","Вітко","TRUE","Леонідович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fa917250-bdcd-4123-b19d-2d1e222ce0a2","Артем","ВСЕУКРАЇНСЬКА АСОЦІАЦІЯ ПРАЦІВНИКІВ ПРОФЕСІЙНО-ТЕХНІЧНОЇ ОСВІТИ","1522057631588","20069979","Громадське об’єднання","1522057631588","Президія","Керівні органи"
"Вітко Артем Леонідович","Управління справами Апарату Верховна Рада України","народний депутат України","nacp_fa917250-bdcd-4123-b19d-2d1e222ce0a2","Вітко","TRUE","Леонідович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fa917250-bdcd-4123-b19d-2d1e222ce0a2","Артем","ВСЕУКРАЇНСЬКА АСОЦІАЦІЯ ПРАЦІВНИКІВ ПРОФЕСІЙНО-ТЕХНІЧНОЇ ОСВІТИ","1522058373712","20069979","Громадське об’єднання","1522058373712","Рада","Керівні органи"
"Левус Андрій Мар'янович","Верховна Рада України","Народний депутат України","nacp_e50b3548-efc9-4851-86fb-3c9363d5d90b","Левус","TRUE","Мар'янович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e50b3548-efc9-4851-86fb-3c9363d5d90b","Андрій","""ВСЕУКРАЇНСЬКА МЕРЕЖА ""ВІЛЬНІ ЛЮДИ""","1490805940571","39576165","Громадське об’єднання","1490805940571",NA,NA
"Левус Андрій Мар'янович","Верховна Рада України","Народний депутат України","nacp_e50b3548-efc9-4851-86fb-3c9363d5d90b","Левус","TRUE","Мар'янович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e50b3548-efc9-4851-86fb-3c9363d5d90b","Андрій","""ВСЕУКРАЇНСЬКА МЕРЕЖА ""ВІЛЬНІ ЛЮДИ""","1490806180171","39576165","Громадське об’єднання","1490806180171","ПРОВІД ОРГАНІЗАЦІЇ","Керівні органи"
"Білецький Андрій Євгенійович","Верховна рада України","Народний депутат України","nacp_a9d388db-f391-4c5c-a15c-a425e95d3c00","Білецький","FALSE","Євгенійович",2018-02-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a9d388db-f391-4c5c-a15c-a425e95d3c00","Андрій","Громадська організація Харківська обласна громадська організація ""Слобідський крайовий козацький кіш""","1477739623073","36455088","Громадське об’єднання","1477739623073",NA,NA
"Білецький Андрій Євгенійович","Верховна рада України","Народний депутат України","nacp_a9d388db-f391-4c5c-a15c-a425e95d3c00","Білецький","FALSE","Євгенійович",2018-02-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a9d388db-f391-4c5c-a15c-a425e95d3c00","Андрій","Громадська організація ""Товариство сприяння збройним силам України та військово-морському флоту ""Цивільний корпус ""АЗОВ""","1477739293066","39241844","Громадське об’єднання","1477739293066","Провід","Керівні органи"
"Білецький Андрій Євгенійович","Верховна рада України","Народний депутат України","nacp_a9d388db-f391-4c5c-a15c-a425e95d3c00","Білецький","FALSE","Євгенійович",2018-02-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a9d388db-f391-4c5c-a15c-a425e95d3c00","Андрій","Громадська організація Харківська обласна організація ""Патріот України""","1477739233840","34755804","Громадське об’єднання","1477739233840","Провід","Керівні органи"
"Головко Михайло Йосифович","Верховна Рада України","Народний депутат України","nacp_22331d1b-30ca-4f28-bc9b-e9cbc0441f0e","Головко","FALSE","Йосифович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22331d1b-30ca-4f28-bc9b-e9cbc0441f0e","Михайло","Рух Твереза Україна","1520345081276","38792787","Громадське об’єднання","1520345081276",NA,NA
"Петренко Олег Миколайович","Верховна Рада України","Народний депутат України","nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Петренко","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Олег","Черкаський міський комітет громадського контролю над діями органів державної влади та органів місцевого самоврядування34","1477488054698","34503270","Громадське об’єднання","1477488054698",NA,NA
"Петренко Олег Миколайович","Верховна Рада України","Народний депутат України","nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Петренко","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Олег","ВСЕУКРАЇНСЬКИЙ БЛАГОДІЙНИЙ ФОНД ""ПАТРІОТ""","1490779426645","40482840","Благодійна організація","1490779426645",NA,NA
"Петренко Олег Миколайович","Верховна Рада України","Народний депутат України","nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Петренко","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Олег","Центр допомоги військовополоненим, заручникам та родичам безвісно відсутніх","1477486288476","39577279","Громадське об’єднання","1477486288476",NA,NA
"Петренко Олег Миколайович","Верховна Рада України","Народний депутат України","nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Петренко","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Олег","ВСЕУКРАЇНСЬКИЙ БЛАГОДІЙНИЙ ФОНД ""ПАТРІОТ""","1490779516852","40482840","Благодійна організація","1490779516852","Правління","Керівні органи"
"Петренко Олег Миколайович","Верховна Рада України","Народний депутат України","nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Петренко","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f63e3672-ef72-4106-b90e-5f51566e5f6e","Олег","Центр допомоги військовополоненим, заручникам та роди","1477486416542","39577279","Громадське об’єднання","1477486416542","Правління","Керівні органи"
"Червакова Ольга Валеріївна","Верховна Рада України","народний депутат України, Перший заступник голови Комітету Верховної Ради з питань свободи слова та інформаційної політики","nacp_73700b90-9ae7-423d-be26-686281769700","Червакова","FALSE","Валеріївна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_73700b90-9ae7-423d-be26-686281769700","Ольга","НАЦІОНАЛЬНА СПІЛКА ЖУРНАЛІСТІВ УКРАЇНИ ( СПІЛКА ЖУРНАЛІСТІВ (НСЖУ) )","1477508033344","00027140","Саморегулівне чи самоврядне професійне об’єднання","1477508033344",NA,NA
"Червакова Ольга Валеріївна","Верховна Рада України","народний депутат України, Перший заступник голови Комітету Верховної Ради з питань свободи слова та інформаційної політики","nacp_73700b90-9ae7-423d-be26-686281769700","Червакова","FALSE","Валеріївна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_73700b90-9ae7-423d-be26-686281769700","Ольга","Всеукраїнська Громадянська організація ""Кінологічна спілка України"" ","1522149645963","02752773","Громадське об’єднання","1522149645963",NA,NA
"Мельничук Сергій Петрович","Верховна Рада України","Народний депутат України","nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Мельничук","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Сергій","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ВІЙСЬКОВО-ПАТРІОТИЧНИЙ КЛУБ ""АЙДАР""","1477661767371","39640992","Громадське об’єднання","1477661767371",NA,NA
"Мельничук Сергій Петрович","Верховна Рада України","Народний депутат України","nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Мельничук","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Сергій","ГО ""ДОБРОВОЛЬЧЕ ФОРМУВАННЯ ""АЙДАР""","1477661643356","40113965","Громадське об’єднання","1477661643356",NA,NA
"Мельничук Сергій Петрович","Верховна Рада України","Народний депутат України","nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Мельничук","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Сергій","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""В/Ч 0624 АЙДАР""","1477661708243","49843355","Громадське об’єднання","1477661708243",NA,NA
"Мельничук Сергій Петрович","Верховна Рада України","Народний депутат України","nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Мельничук","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Сергій","ГО ""ПЕРШІЙ КОЗАЦЬКИЙ ПОЛК ""ЗАПОРІЗСЬКА СІЧ""","1477661561491","40087815","Громадське об’єднання","1477661561491",NA,NA
"Мельничук Сергій Петрович","Верховна Рада України","Народний депутат України","nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Мельничук","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Сергій","ГО ""ПЕРШІЙ КОЗАЦЬКИЙ ПОЛК ""ЗАПОРІЗСЬКА СІЧ""","1477661880403","40087815","Громадське об’єднання","1477661880403","Голова козацької ради","Керівні органи"
"Мельничук Сергій Петрович","Верховна Рада України","Народний депутат України","nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Мельничук","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Сергій","ГО ""ДОБРОВОЛЬЧЕ ФОРМУВАННЯ ""АЙДАР""","1477661974093","40113965","Громадське об’єднання","1477661974093","Голова ради","Керівні органи"
"Мельничук Сергій Петрович","Верховна Рада України","Народний депутат України","nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Мельничук","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","Сергій","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ВІЙСЬКОВО-ПАТРІОТИЧНИЙ КЛУБ ""АЙДАР""","1477662022220","39640992","Громадське об’єднання","1477662022220","Правління","Керівні органи"
"Ярош Дмитро Анатолійович","Верховна Рада України","Народний депутат України","nacp_e8ffed74-7186-48f5-b77b-68f8a7b51aed","Ярош","FALSE","Анатолійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e8ffed74-7186-48f5-b77b-68f8a7b51aed","Дмитро","Державницька ініціатива Яроша","1477506887383","40409687","Громадське об’єднання","1477506887383",NA,NA
"Юрик Тарас Зіновійович","Верховна Рада України","Народний депутат України","nacp_5f8a9b3a-c9a7-423e-a82f-1944dce9f377","Юрик","FALSE","Зіновійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5f8a9b3a-c9a7-423e-a82f-1944dce9f377","Тарас","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ДИТЯЧО-ЮНАЦЬКА ФУТБОЛЬНА ЛІГА ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ""","1521977260248","41411751","Громадське об’єднання","1521977260248",NA,NA
