"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","objectName","iteration","reestrCode","objectType","object_id","unitName","unitType"
"Марченко Олександр Олександрович","Верховна Рада України","народний депутат України","nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Марченко","TRUE","Олександрович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Олександр","СК Каменяр","1477703696089","23236277","Громадське об’єднання","1477703696089","правління","Керівні органи"
"Марченко Олександр Олександрович","Верховна Рада України","народний депутат України","nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Марченко","TRUE","Олександрович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Олександр","Білоцерківська федерація боксу","1477703883140","36596959","Громадське об’єднання","1477703883140","правління","Керівні органи"
"Марченко Олександр Олександрович","Верховна Рада України","народний депутат України","nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Марченко","TRUE","Олександрович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Олександр","Благодійний фонд Марченка О.О.","1477703519358","39633626","Благодійна організація","1477703519358","Правління","Керівні органи"
"Марченко Олександр Олександрович","Верховна Рада України","народний депутат України","nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Марченко","TRUE","Олександрович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22897724-89cd-40bf-a62a-67eef5fd5442","Олександр","Київська обласна організація Федерації роботодавців гірників України","1477703938546","36632970","Громадське об’єднання","1477703938546","Рада","Керівні органи"
"Рябчин Олексій Михайлович","Верховна Рада України","Народний депутат","nacp_30ab4b26-ba81-45d4-8da5-8bde77d3b5f5","Рябчин","TRUE","Михайлович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_30ab4b26-ba81-45d4-8da5-8bde77d3b5f5","Олексій","ГО ""ЦІСМР""","1522482756120","40307955","Громадське об’єднання","1522482756120","Член наглядової ради","Наглядові органи"
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Артюшенко","FALSE","Андрійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Ігор","Благодійний фонд ""Лебедія""",NA,"39329551","Благодійна організація","1476802410814",NA,NA
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Артюшенко","FALSE","Андрійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Ігор","Запорізьке об’єднання ВУТ ""Просвіта"" ім. Т.Г. Шевченка","1476356997840","20502761","Громадське об’єднання","1476356997840",NA,NA
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Артюшенко","FALSE","Андрійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Ігор","Запорізьке обласне громадсько-політичне об'єднання ""Українська справа""",NA,"38664229","Громадське об’єднання","1476802396184",NA,NA
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Артюшенко","FALSE","Андрійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Ігор","Запорізьке обласне громадсько-політичне об'єднання ""Українська справа""",NA,"38664229","Громадське об’єднання","1476369677265","Керівник","Керівні органи"
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Артюшенко","FALSE","Андрійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Ігор","Запорізьке об’єднання ВУТ ""Просвіта"" ім. Т.Г. Шевченка","1476371388129","20502761","Громадське об’єднання","1476371388129","Голова","Керівні органи"
"Мусій Олег Степанович","Верховна Рада України","Народний депутат України, заступник голови Комітету ВРУ з питань охорони здоров'я","nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Мусій","TRUE","Степанович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Олег","Всеукраїнська громадська організація ""Українська медико-правова асоціація""","1487361164369","34569834","Громадське об’єднання","1487361164369",NA,NA
"Мусій Олег Степанович","Верховна Рада України","Народний депутат України, заступник голови Комітету ВРУ з питань охорони здоров'я","nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Мусій","TRUE","Степанович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Олег","Всеукраїнське лікарське товариство","1487361402434","20071736","Громадське об’єднання","1487361402434",NA,NA
"Мусій Олег Степанович","Верховна Рада України","Народний депутат України, заступник голови Комітету ВРУ з питань охорони здоров'я","nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Мусій","TRUE","Степанович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Олег","Київське лікарське товариство","1487361438830","25777818","Громадське об’єднання","1487361438830",NA,NA
"Мусій Олег Степанович","Верховна Рада України","Народний депутат України, заступник голови Комітету ВРУ з питань охорони здоров'я","nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Мусій","TRUE","Степанович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Олег","Всеукраїнське лікарське товариство","1487361670016","20071736","Громадське об’єднання","1487361670016","Президент","Керівні органи"
"Мусій Олег Степанович","Верховна Рада України","Народний депутат України, заступник голови Комітету ВРУ з питань охорони здоров'я","nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Мусій","TRUE","Степанович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","Олег","Київське лікарське товариство","1487361715333","25777818","Громадське об’єднання","1487361715333","Голова правління","Керівні органи"
"Юрчишин Петро Васильович","Верховна Рада України","Народний депутат України","nacp_2097853d-6e73-4e4b-a193-ab8e94a3cccc","Юрчишин","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2097853d-6e73-4e4b-a193-ab8e94a3cccc","Петро","Благодійна організація ""Фонд ""Творимо майбутнє разом""","1490797556786","38369258","Благодійна організація","1490797556786",NA,NA
"Юрчишин Петро Васильович","Верховна Рада України","Народний депутат України","nacp_2097853d-6e73-4e4b-a193-ab8e94a3cccc","Юрчишин","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2097853d-6e73-4e4b-a193-ab8e94a3cccc","Петро","Благодійна організація ""Фонд ""Творимо майбутнє разом""","1490798031169","38369258","Благодійна організація","1490798031169","Наглядова Рада","Наглядові органи"
"Шкрум Альона Іванівна","Верховна Рада України","Народний депутат України","nacp_277768eb-0c4b-405d-b0cf-86a303a417ac","Шкрум","TRUE","Іванівна",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_277768eb-0c4b-405d-b0cf-86a303a417ac","Альона","Україна 2030","1521815264222","41465040","Громадське об’єднання","1521815264222","Наглядова Рада","Наглядові органи"
"Шкрум Альона Іванівна","Верховна Рада України","Народний депутат України","nacp_277768eb-0c4b-405d-b0cf-86a303a417ac","Шкрум","TRUE","Іванівна",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_277768eb-0c4b-405d-b0cf-86a303a417ac","Альона","Клуб Випускників ІМВ ""Ардеа Альба""","1477781211400","37783290","Громадське об’єднання","1477781211400","Директорія","Керівні органи"
"Шкрум Альона Іванівна","Верховна Рада України","Народний депутат України","nacp_277768eb-0c4b-405d-b0cf-86a303a417ac","Шкрум","TRUE","Іванівна",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_277768eb-0c4b-405d-b0cf-86a303a417ac","Альона","ПРОФЕШЕНАЛ ГАВЕРМЕНТ","1490738312807","40224612","Громадське об’єднання","1490738312807","Правління","Керівні органи"
"Вовк Віктор Іванович","Верховна Рада України","Народний депутат України, заступник голови Комітету у закордонних справах","nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Вовк","FALSE","Іванович",2018-03-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Віктор","Українська асоціація Римського клубу","1477121124026","33636930","Громадське об’єднання","1477121124026",NA,NA
"Вовк Віктор Іванович","Верховна Рада України","Народний депутат України, заступник голови Комітету у закордонних справах","nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Вовк","FALSE","Іванович",2018-03-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Віктор","Інститут сталого розвитку","1477140096956","25759513","Громадське об’єднання","1477140096956",NA,NA
"Вовк Віктор Іванович","Верховна Рада України","Народний депутат України, заступник голови Комітету у закордонних справах","nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Вовк","FALSE","Іванович",2018-03-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Віктор","Інститут громадянського суспільства","1477140065841","24743711","Громадське об’єднання","1477140065841",NA,NA
"Вовк Віктор Іванович","Верховна Рада України","Народний депутат України, заступник голови Комітету у закордонних справах","nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Вовк","FALSE","Іванович",2018-03-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Віктор","Україна. Порядок денний на ХХІ століття","1477140252811","20079179","Громадське об’єднання","1477140252811",NA,NA
"Вовк Віктор Іванович","Верховна Рада України","Народний депутат України, заступник голови Комітету у закордонних справах","nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Вовк","FALSE","Іванович",2018-03-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f1b2bb6e-0767-4e81-8e6d-de313230535d","Віктор","Українська асоціація Римського клубу","1477140420289","33636930","Громадське об’єднання","1477140420289","Віце-президент","Керівні органи"
"Величкович Микола Романович","Верховна Рада України","Народний депутат України","nacp_23381fe7-eeb2-4df0-84d1-a13abd2c4fc8","Величкович","FALSE","Романович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23381fe7-eeb2-4df0-84d1-a13abd2c4fc8","Микола","Професійна спілка працівників культури Украіни","1476861459448","02605309","Саморегулівне чи самоврядне професійне об’єднання","1476861459448","Центральний комітет","Керівні органи"
"Величкович Микола Романович","Верховна Рада України","Народний депутат України","nacp_23381fe7-eeb2-4df0-84d1-a13abd2c4fc8","Величкович","FALSE","Романович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23381fe7-eeb2-4df0-84d1-a13abd2c4fc8","Микола","Федерація рукопашу гопак України","1476861521170","26484047","Громадське об’єднання","1476861521170","Президія","Керівні органи"
"Величкович Микола Романович","Верховна Рада України","Народний депутат України","nacp_23381fe7-eeb2-4df0-84d1-a13abd2c4fc8","Величкович","FALSE","Романович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23381fe7-eeb2-4df0-84d1-a13abd2c4fc8","Микола","Всеукраїнська організація Самооборона Майдану","1476805971017","39344056","Громадське об’єднання","1476805971017","Правління","Керівні органи"
"Романовський Олександр Володимирович","Верховна Рада України","Народний депутат України","nacp_87ad36d3-26f2-43a6-9cf7-bc7e2368a951","Романовський","FALSE","Володимирович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_87ad36d3-26f2-43a6-9cf7-bc7e2368a951","Олександр","Запорізький обласний союз промисловців і підприємців ""Потенціал""","1476475976607","26338400","Громадське об’єднання","1476475976607","Рада","Керівні органи"
"Романовський Олександр Володимирович","Верховна Рада України","Народний депутат України","nacp_87ad36d3-26f2-43a6-9cf7-bc7e2368a951","Романовський","FALSE","Володимирович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_87ad36d3-26f2-43a6-9cf7-bc7e2368a951","Олександр","Торгово-промислова палата України","1521274770202","00016934","Саморегулівне чи самоврядне професійне об’єднання","1521274770202","Рада Торгово-промислово палатиї","Керівні органи"
"Гончаренко Олексій Олексійович","Верховна Рада України","народний депутат України","nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Гончаренко","FALSE","Олексійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Олексій","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЯКІСТЬ ЖИТТЯ""","1477644200481","26343186","Громадське об’єднання","1477644200481",NA,NA
"Гончаренко Олексій Олексійович","Верховна Рада України","народний депутат України","nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Гончаренко","FALSE","Олексійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Олексій","ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЗА ЯКІСТЬ ЖИТТЯ В УКРАЇНІ!""","1477644242620","37759948","Громадське об’єднання","1477644242620",NA,NA
"Гончаренко Олексій Олексійович","Верховна Рада України","народний депутат України","nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Гончаренко","FALSE","Олексійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Олексій","ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЗА ЯКІСТЬ ЖИТТЯ В УКРАЇНІ!""","1477644289755","37759948","Громадське об’єднання","1477644289755","президент організації","Керівні органи"
"Гончаренко Олексій Олексійович","Верховна Рада України","народний депутат України","nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Гончаренко","FALSE","Олексійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Олексій","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЯКІСТЬ ЖИТТЯ""","1477644037031","26343186","Громадське об’єднання","1477644037031","президент організації","Керівні органи"
"Бендюженко Федір Володимирович","Верховна Рада України","Народний депутат України","nacp_5297f00b-fca3-4a3c-9699-e3ccc6d5a5ab","Бендюженко","TRUE","Володимирович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5297f00b-fca3-4a3c-9699-e3ccc6d5a5ab","Федір","НЕДЕРЖАВНА НЕКОМЕРЦІЙНА ПРОФЕСІЙНА ОРГАНІЗАЦІЯ ""НАЦІОНАЛЬНА АСОЦІАЦІЯ АДВОКАТІВ УКРАЇНИ""","1486995839920","38488439","Саморегулівне чи самоврядне професійне об’єднання","1486995839920",NA,NA
"Веселова Наталія Василівна","Верховна рада Україна","Народний депутат України","nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Веселова","FALSE","Василівна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Наталія","ВСЕУКРАЇНСЬКА ЕКОЛОГІЧНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""МАМА-86""","1477824948502","14287502","Громадське об’єднання","1477824948502",NA,NA
"Веселова Наталія Василівна","Верховна рада Україна","Народний депутат України","nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Веселова","FALSE","Василівна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Наталія","БО ""Благодійний фонд допомоги батальйону ""Донбас""","1477823636202","39272034","Благодійна організація","1477823636202",NA,NA
"Веселова Наталія Василівна","Верховна рада Україна","Народний депутат України","nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Веселова","FALSE","Василівна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Наталія","БО ""Благодійний фонд допомоги батальйону ""Донбас""","1477826408054","39272034","Благодійна організація","1477826408054","Загальні збори учасників Організації","Керівні органи"
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Всеукраїнська громадська організація ""Центр правової допомоги Юрія Мірошниченка ""Народний адвокат""",NA,"35645910","Громадське об’єднання","1477053653049",NA,NA
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Громадська організація ""Центр ефективного управління""",NA,"26315072","Громадське об’єднання","1477053759486",NA,NA
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Всеукраїнська громадська організація ""Український союз адвокатів""",NA,"35727673","Громадське об’єднання","1477053567604",NA,NA
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Всеукраїнська благодійна організація ""Благодійний фонд Юрія Мірошниченка",NA,"35207092","Благодійна організація","1477053712286",NA,NA
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Всеукраїнське громадське об’єднання ""НОВА ГЕНЕРАЦІЯ""","1477661238085","21702054","Громадське об’єднання","1477661238085",NA,NA
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Всеукраїнська громадська організація ""Український союз адвокатів"" ",NA,"35727673","Громадське об’єднання","1477053901825","Президент","Керівні органи"
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Всеукраїнська громадська організація ""Центр правової допомоги Юрія Мірошниченка ""Народний адвокат"" ",NA,"35645910","Громадське об’єднання","1477053952838","Президент (Голова Ради)","Керівні органи"
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Всеукраїнська благодійна організація ""Благодійний фонд Юрія Мірошниченка ",NA,"35207092","Благодійна організація","1477054002287","Президент","Керівні органи"
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Мірошниченко","FALSE","Романович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","Юрій","Громадська організація ""Центр ефективного управління"" ",NA,"26315072","Громадське об’єднання","1477054041387","Президент","Керівні органи"
"Чумак Віктор Васильович","Верховна Рада України","народний депутат","nacp_991d0479-d3a8-4cef-a202-041b02a119ae","Чумак","FALSE","Васильович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_991d0479-d3a8-4cef-a202-041b02a119ae","Віктор","Громадська спілка Громадянський рух Хвиля","1477028866212","37098832","Громадське об’єднання","1477028866212","член обєднання","Керівні органи"
"Кужель Олександра Володимирівна","Верховна Рада України","Народний депутат України, заступник Голови Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_95a8066c-9880-4a75-b58e-bc727e60b2a1","Кужель","FALSE","Володимирівна",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95a8066c-9880-4a75-b58e-bc727e60b2a1","Олександра","Громадська організація ""Аналітичний центр ""Академія""","1477314339375","26549255","Громадське об’єднання","1477314339375",NA,NA
"Тарасюк Борис Іванович","Верховна Рада","Народний депутат","nacp_feeba172-c8e9-43f9-9469-b65170419f3b","Тарасюк","FALSE","Іванович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_feeba172-c8e9-43f9-9469-b65170419f3b","Борис","ГО ""Інститут євроатлантичного співробітництва""","1477823437275","21721347","Громадське об’єднання","1477823437275","Директор","Керівні органи"
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","Звільнення Криму ","1477754691417","40012273","Громадське об’єднання","1477754691417",NA,NA
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","Фундація розвитку українського суспільного мовлення ","1522498323603","41740550","Благодійна організація","1522498323603",NA,NA
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","Міжнародна організація ""Всесвітній конгрес кримських татар""","1522415509132","41211122","Громадське об’єднання","1522415509132",NA,NA
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","Центр інформації та документації кримських татар","1477743846142","21721643","Громадське об’єднання","1477743846142",NA,NA
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","Фундація розвитку українського суспільного мовлення","1522498385303","41740550","Благодійна організація","1522498385303","Наглядова Рада","Наглядові органи"
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","Звільнення Криму ","1477754986186","40012273","Громадське об’єднання","1477754986186","Співзасновник ","Керівні органи"
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","Міжнародна організація ""Всесвітній конгрес кримських татар"" ","1522415162206","41211122","Громадське об’єднання","1522415162206","Президент ","Керівні органи"
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","Центр інформації та документації кримських татар","1477753342414","21721643","Громадське об’єднання","1477753342414","Президент","Керівні органи"
"Матузко Олена Олександрівна","Верховна Рада України","Народний депутат України, секретар комітету інформатизації та зв'язку","nacp_4f4156e3-df91-405a-a003-49201fbd6565","Матузко","FALSE","Олександрівна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4f4156e3-df91-405a-a003-49201fbd6565","Олена","ГО Інститут інформаційної безпеки","1477661953890","39788991","Громадське об’єднання","1477661953890",NA,NA
"Матузко Олена Олександрівна","Верховна Рада України","Народний депутат України, секретар комітету інформатизації та зв'язку","nacp_4f4156e3-df91-405a-a003-49201fbd6565","Матузко","FALSE","Олександрівна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4f4156e3-df91-405a-a003-49201fbd6565","Олена","ВБО Благодійний Фонд Петра Порошенка","1477661905806","21692539","Благодійна організація","1477661905806",NA,NA
