"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","manufacturerName_extendedstatus","otherObjectType","costDateUse_extendedstatus","dateUse","costDateUse","trademark","dnt_costDateUse_hidden","person","acqBeforeFD","dateUse_extendedstatus","acqPeriod","trademark_extendedstatus","manufacturerName","propertyDescr","objectType","object_id","ownershipType","otherOwnership","percent.ownership","iteration","propertyDescr_extendedstatus","typeProperty","otherTypeProperty","otherObjectType_extendedstatus","declarant","subjectRelation"
"Велікін Олег Маркович","Верховна Рада України","Народний депутат України","nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Велікін","FALSE","Маркович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Олег","2","","2","","0","","TRUE","1490627398375","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Каблучка з дорогоцінного металу з дорогоцінним камінням","Ювелірні вироби","1490635498002","Власність","",NA,"1490635498002",NA,NA,NA,NA,"Велікіна Оксана Владиславівна","дружина"
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Ланцюг із дорогоцінного металу з дорогоцінною підвіскою ","Ювелірні вироби","1477649963553","Власність","",NA,"1477649963553",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Запонки із дорогоцінного металу інкрустовані дорогоцінним каменем","Ювелірні вироби","1477648907389","Власність","",NA,"1477648907389",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","Breguet","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Breguet","Годинник наручний механічний Breguet (чоловічий)","Інше","1477491385409","Власність","",NA,"1477491385409",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","F.P. Journe","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"F.P. Journe","Годинник наручний механічний F.P. Journe (чоловічий)
","Інше","1477492101112","Власність","",NA,"1477492101112",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","Rolex","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Rolex","Годинник наручний механічний Rolex (чоловічий)","Інше","1477493037679","Власність","",NA,"1477493037679",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","Panerai","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Panerai","Годинник наручний механічний Panerai (чоловічий)","Інше","1477491605066","Власність","",NA,"1477491605066",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Каблучка із дорогоцінного металу з дорогоцінним каменем","Ювелірні вироби","1477649627777","Власність","",NA,"1477649627777",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Запонки із дорогоцінного металу інкрустовані дорогоцінним камінням","Ювелірні вироби","1477648175803","Власність","",NA,"1477648175803",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","Vacheron Constantin","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Vacheron Constantin","Годинник наручний механічний Vacheron Constantin чоловічий","Інше","1477490791164","Власність","",NA,"1477490791164",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Браслет із дорогоцінного металу","Ювелірні вироби","1477650492705","Власність","",NA,"1477650492705",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","1","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Колекція антикварних документів, в тому числі акції 19-20 ст,, в кількості 151 одиниця.","Антикварний виріб","1477488720236","Власність","",NA,"1477488720236",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","Parmigiani","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Parmigiani","Годинник наручний механічний Parmigiani (чоловічий)","Інше","1477492772922","Власність","",NA,"1477492772922",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","IWC","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"IWC","Годинник наручний механічний IWC (чоловічий)
","Інше","1477491924854","Власність","",NA,"1477491924854",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","A. Lange and Sohne","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"A. Lange and Sohne","Годинник наручний механічний A. Lange and Sohne (чоловічий)","Інше","1477491092672","Власність","",NA,"1477491092672",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","1","Колекція книг","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Колекція книг у кількості 217 одиниць","Інше","1477493550844","Власність","",100,NA,NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","1","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Колекція картин у кількості 31 шт,","Твір мистецтва (картина тощо)","1477428143337","Власність","",NA,"1477428143337",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Колекція ікон в кількості 27 одиниць","Антикварний виріб","1477488370223","Власність","",NA,"1477488370223",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","0","Годинник","2","","0","Patek Philippe","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Patek Philippe","Годинник наручний механічний Patek Philippe (чоловічий)","Інше","1477489220017","Власність","",NA,"1477489220017",NA,NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","29.08.2001","0","","TRUE","1","TRUE","0","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Вітрина","Антикварний виріб","1477667140562","Власність","",100,"1477667140562",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій",NA,"Годинник","2","20.09.2004","0","Audemars Piguet","TRUE","1","TRUE",NA,"Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Audemars Piguet","Годинник","Інше","1477656479246","Власність","",100,"1477656479246",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Бюро","Антикварний виріб","1477667311312","Власність","",100,"1477667311312",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій",NA,"Годинник","2","06.03.2006","0","Breguet","TRUE","1","TRUE",NA,"Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Breguet","Годинник","Інше","1477656158192","Власність","",100,"1477656158192",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Колекція юридичних та історичних книг XVIII-XX cт. близько 450 томів.","Антикварний виріб","1477666649609","Власність","",100,"1477666649609",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Картина","Твір мистецтва (картина тощо)","1477666460640","Власність","",100,"1477666460640",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Картина","Твір мистецтва (картина тощо)","1477666556724","Власність","",100,"1477666556724",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Статуетки 7 одиниць","Твір мистецтва (картина тощо)","1477667517973","Власність","",100,"1477667517973",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій",NA,"Годинник","2","08.12.2003","0","Audemars Piguet","TRUE","1","TRUE",NA,"Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Audemars Piguet","Годинник","Інше","1477656290850","Власність","",100,"1477656290850",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Картина","Твір мистецтва (картина тощо)","1477666389932","Власність","",100,"1477666389932",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Картина","Твір мистецтва (картина тощо)","1477666513041","Власність","",100,"1477666513041",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Письмовий стіл","Антикварний виріб","1477667352354","Власність","",100,"1477667352354",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Картина","Твір мистецтва (картина тощо)","1477666603335","Власність","",100,"1477666603335",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","годинник","2","20.12.2005","0","","TRUE","1","TRUE",NA,"Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Годинник камінний","Інше","1477750973434","Власність","",100,"1477750973434",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Комплект ваз із 2 предметів","Антикварний виріб","1477667405719","Власність","",100,"1477667405719",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Комплект меблів","Антикварний виріб","1477667653137","Власність","",100,"1477667653137",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій",NA,"годинник","2","23.01.2003","0","Breguet","TRUE","1","TRUE",NA,"Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Breguet","Годинник ","Інше","1477655024711","Власність","",100,"1477655024711",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій",NA,"Годинник","2","09.06.2010","0","Audemars Piguet","TRUE","1","TRUE",NA,"Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Audemars Piguet","Годинник","Інше","1477656661531","Власність","",100,"1477656661531",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Комод","Антикварний виріб","1477751093771","Власність","",100,"1477751093771",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","02.07.2004","0","","TRUE","1","TRUE",NA,"Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Комплект гравюр із зображенням міста Львова 10 одиниць","Твір мистецтва (картина тощо)","1477666259510","Власність","",100,"1477666259510",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","05.08.2004","0","","TRUE","1","TRUE",NA,"Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Годинник камінний ","Антикварний виріб","1477665737691","Власність","",100,"1477665737691",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","09.09.2002","0","","TRUE","1","TRUE",NA,"Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Годинник напольний","Антикварний виріб","1477666188943","Власність","",100,"1477666188943",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","2","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Бюро","Антикварний виріб","1477667258383","Власність","",100,"1477667258383",NA,NA,NA,NA,"Власенко Сергій Володимирович",NA
