"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","manufacturerName_extendedstatus","otherObjectType","costDateUse_extendedstatus","dateUse","costDateUse","trademark","dnt_costDateUse_hidden","person","acqBeforeFD","dateUse_extendedstatus","acqPeriod","trademark_extendedstatus","manufacturerName","propertyDescr","objectType","object_id","ownershipType","otherOwnership","percent.ownership","iteration","propertyDescr_extendedstatus","typeProperty","otherTypeProperty","otherObjectType_extendedstatus","declarant","subjectRelation"
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"Годинник","2","","0","Hublot","TRUE","1","FALSE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Hublot","Годинник наручний механічний Hublot Ferrari золотий (чоловічий)","Інше","1490864101809","Власність","",100,"1490864101809",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","2","","2","","0","","TRUE","1490801022966","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","2","","Сережки золоті з діамантом","Ювелірні вироби","1490880623653","Власність","",NA,"1490880623653",NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина"
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"Годинник","2","","0","Ulysse Nardin","TRUE","1490801022966","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Ulysse Nardin","Годинник наручний механічний Ulysse Nardin золотий (жіночий)","Інше","1490865177138","Власність","",100,"1490865177138",NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина"
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","1","Книга","2","","0","","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Стародавня біблія 18 століття","Інше","1490865097572","Власність","",100,"1490865097572",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","1","Ікона","2","","0","","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Ікона церковна православна 18 століття","Інше","1490864924698","Власність","",NA,"1490864924698",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"","2","","0","Зайченко Г.Г.","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Зайченко Г.Г.","Картина українського художника Зайченко Г.Г.","Твір мистецтва (картина тощо)","1490864356928","Власність","",NA,"1490864356928",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"Годинник","2","","0","Ulysse Nardin","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Ulysse Nardin","Годинник наручний механічний Ulysse Nardin Freak (чоловічий)","Інше","1490863741107","Власність","",100,"1490863741107",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","1","","2","","0","","TRUE","1490801022966","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Обручка золота з діамантом","Ювелірні вироби","1490880927914","Власність","",NA,"1490880927914",NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина"
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"Годинник","2","","0","Rolex","TRUE","1490801022966","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Rolex","Годинник наручний механічний Rolex золотий (жіночий)","Інше","1490880354704","Власність","",100,"1490880354704",NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина"
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"","2","","0","Зайченко Г.Г.","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Зайченко Г.Г.","Картина українського художника Зайченко Г.Г.","Твір мистецтва (картина тощо)","1490864480819","Власність","",NA,"1490864480819",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","1","Ікона","2","","0","","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Ікона церковна православна 19 століття","Інше","1490864771339","Власність","",NA,"1490864771339",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"Годинник","2","","0","Breguet","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Breguet","Годинник наручний механічний Breguet Marine золотий (чоловічий)","Інше","1490864231361","Власність","",100,"1490864231361",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"Годинник","2","","0","Rolex","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Rolex","Годинник наручний механічний Rolex золотий (чоловічий)","Інше","1490863882098","Власність","",100,"1490863882098",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій",NA,"Годинник","2","","0","Panerai","TRUE","1","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Panerai","Годинник наручний механічний Panerai Ferrari золотий (чоловічий)","Інше","1490863967174","Власність","",100,"1490863967174",NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Алєксєєв","FALSE","Олегович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Сергій","1","","2","","0","","TRUE","1490801022966","FALSE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Шуба довга із хутра соболя","Одяг","1490880995888","Власність","",NA,"1490880995888",NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина"
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","1","","2","","0","","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Бокшай Й. Село Ужок, 1935 р., полотно, олія, 100х80 см","Твір мистецтва (картина тощо)","1477571059548","Власність","",100,"1477571059548",NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро",NA,"Меблі","2","","0","Walter Knoll","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Walter Knoll","Комплект: дивани 2 шт (шкіряні, коричневого відтінку); крісла 2шт шкіряні, коричневого відтінку
","Інше","1477559504698","Власність","",100,"1477559504698",NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро",NA,"Годинник","2","","0","VACHERON CONSTANTIN","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування",NA,"Компанія VACHERON CONSTANTIN","Годинник чоловічий наручний, Швейцарія","Інше","1477555674177","Власність","",100,"1477555674177",NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","1","","2","","0","","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Бурлюк Д. Натюрморт, полотно, олія, 1945 р., 50.5х35.5 см","Твір мистецтва (картина тощо)","1477562240295","Власність","",100,"1477562240295",NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","1","","2","","0","","TRUE","1","TRUE","2","Майно набуто У ПЕРІОД здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Фотографія, Ірвін Пен ""Пікассо"" 1957, надруковано 1985 р. 47х47 см","Твір мистецтва (картина тощо)","1477574505778","Власність","",100,"1477574505778",NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Андрієвський","FALSE","Йосипович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Дмитро","1","","2","","0","","TRUE","1","TRUE","2","Майно набуто ДО ПОЧАТКУ ПЕРІОДУ здійснення суб'єктом декларування діяльності із виконання функцій держави або місцевого самоврядування","1","","Бурлюк Д. Пейзаж 1909 р. полотно, олія, 51х65 см","Твір мистецтва (картина тощо)","1477562376036","Власність","",100,"1477562376036",NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA
